Monitoramento e Diagnóstico - ECU v2.0

Data: 04/06/2016
Hora: 11:52

Versão da aplicação: 2.6.5.0
Firmware Gerenciamento: 1.5.5
Firmware Sincronismo: 1.2.8
Firmware Comunicação: 1.3.1

Ensaio para identificação do sistema 'veículo+ECUv2'
Entrada u(t): Ref de Torque (pedal)
Saída y(t): Velocidade (km/h)
Taxa de amostragem (ms): 50
Tempo de medição (s): 40
Instante do degrau (s): 5
Amplitude do degrau: 40
Marcha Engatada: 3
Modo de operação: Normal
Temperatura do Motor: 92,64ºC

t0_Aquisicao(ms); tf_Aquisicao(ms); RefTorque; Veloc(km/h); RefTorque (ECU); Rotacao; RefVB; VB; MAP(kPa); Tinj(ms);
26833; 26843; 40,00; 110; 40,00; 5357; 1058; 1057; 36,00; 6,57;
26883; 26891; 40,00; 111; 40,00; 5357; 1058; 1057; 36,11; 6,61;
26933; 26939; 40,00; 111; 40,00; 5366; 1058; 1062; 36,11; 6,44;
26983; 27003; 40,00; 113; 40,00; 5366; 1058; 1060; 36,42; 6,51;
27033; 27051; 40,00; 111; 40,00; 5366; 1058; 1060; 36,53; 6,62;
27083; 27098; 40,00; 110; 40,00; 5366; 1058; 1059; 36,28; 6,49;
27133; 27146; 40,00; 111; 40,00; 5366; 1058; 1059; 36,67; 6,54;
27183; 27194; 40,00; 111; 40,00; 5366; 1058; 1057; 36,56; 6,49;
27233; 27243; 40,00; 111; 40,00; 5357; 1058; 1062; 36,53; 6,59;
27283; 27291; 40,00; 111; 40,00; 5366; 1058; 1059; 36,56; 6,59;
27333; 27338; 40,00; 111; 40,00; 5366; 1058; 1057; 36,28; 6,58;
27383; 27403; 40,00; 110; 40,00; 5376; 1058; 1059; 36,89; 6,61;
27433; 27451; 40,00; 111; 40,00; 5366; 1058; 1056; 37,00; 6,66;
27483; 27501; 40,00; 111; 40,00; 5376; 1058; 1060; 37,44; 6,69;
27533; 27549; 40,00; 113; 40,00; 5376; 1058; 1059; 36,33; 6,50;
27583; 27597; 40,00; 111; 40,00; 5376; 1058; 1059; 37,11; 6,63;
27633; 27645; 40,00; 111; 40,00; 5366; 1058; 1057; 37,14; 6,55;
27683; 27693; 40,00; 111; 40,00; 5376; 1058; 1057; 37,44; 6,60;
27733; 27741; 40,00; 111; 40,00; 5376; 1058; 1059; 37,00; 6,57;
27783; 27789; 40,00; 111; 40,00; 5366; 1058; 1057; 37,00; 6,53;
27833; 27853; 40,00; 113; 40,00; 5376; 1058; 1060; 37,03; 6,60;
27883; 27902; 40,00; 111; 40,00; 5376; 1058; 1061; 37,63; 6,62;
27933; 27949; 40,00; 111; 40,00; 5376; 1058; 1055; 37,38; 6,59;
27983; 27997; 40,00; 111; 40,00; 5385; 1058; 1060; 37,08; 6,57;
28033; 28045; 40,00; 111; 40,00; 5376; 1058; 1063; 36,97; 6,61;
28083; 28093; 40,00; 113; 40,00; 5376; 1058; 1062; 37,63; 6,65;
28133; 28151; 40,00; 113; 40,00; 5376; 1058; 1057; 37,03; 6,67;
28183; 28199; 40,00; 111; 40,00; 5376; 1058; 1060; 37,41; 6,55;
28233; 28247; 40,00; 111; 40,00; 5376; 1058; 1057; 37,33; 6,53;
28283; 28295; 40,00; 111; 40,00; 5376; 1058; 1057; 37,63; 6,64;
28333; 28343; 40,00; 113; 40,00; 5385; 1058; 1057; 37,30; 6,63;
28383; 28391; 40,00; 113; 40,00; 5376; 1058; 1057; 37,22; 6,51;
28433; 28439; 40,00; 113; 40,00; 5385; 1058; 1057; 36,78; 6,58;
28483; 28503; 40,00; 111; 40,00; 5385; 1058; 1057; 37,41; 6,56;
28533; 28551; 40,00; 111; 40,00; 5376; 1058; 1059; 37,00; 6,59;
28583; 28599; 40,00; 113; 40,00; 5385; 1058; 1060; 37,19; 6,42;
28633; 28647; 40,00; 113; 40,00; 5385; 1058; 1059; 37,30; 6,60;
28683; 28695; 40,00; 113; 40,00; 5385; 1058; 1060; 37,41; 6,63;
28733; 28743; 40,00; 113; 40,00; 5385; 1058; 1059; 36,78; 6,64;
28783; 28791; 40,00; 111; 40,00; 5385; 1058; 1057; 36,97; 6,59;
28833; 28839; 40,00; 111; 40,00; 5385; 1058; 1059; 37,00; 6,63;
28883; 28903; 40,00; 113; 40,00; 5385; 1058; 1057; 37,44; 6,63;
28933; 28951; 40,00; 113; 40,00; 5395; 1058; 1060; 36,72; 6,60;
28983; 28999; 40,00; 113; 40,00; 5385; 1058; 1062; 37,03; 6,50;
29033; 29047; 40,00; 113; 40,00; 5385; 1058; 1057; 36,72; 6,59;
29083; 29095; 40,00; 111; 40,00; 5385; 1058; 1060; 36,97; 6,57;
29133; 29143; 40,00; 111; 40,00; 5395; 1058; 1057; 36,22; 6,51;
29183; 29191; 40,00; 113; 40,00; 5395; 1058; 1059; 36,64; 6,48;
29233; 29239; 40,00; 113; 40,00; 5395; 1058; 1060; 36,42; 6,65;
29283; 29303; 40,00; 113; 40,00; 5395; 1058; 1060; 36,91; 6,58;
29333; 29351; 40,00; 111; 40,00; 5395; 1058; 1060; 36,20; 6,48;
29383; 29399; 40,00; 111; 40,00; 5395; 1058; 1059; 36,22; 6,44;
29433; 29447; 40,00; 111; 40,00; 5385; 1058; 1059; 36,11; 6,54;
29483; 29502; 40,00; 113; 40,00; 5395; 1058; 1059; 36,44; 6,69;
29533; 29550; 40,00; 113; 40,00; 5395; 1058; 1057; 36,11; 6,52;
29583; 29598; 40,00; 113; 40,00; 5385; 1058; 1060; 36,28; 6,54;
29633; 29646; 40,00; 111; 40,00; 5395; 1058; 1059; 35,89; 6,53;
29683; 29694; 40,00; 111; 40,00; 5395; 1058; 1059; 36,20; 6,52;
29733; 29742; 40,00; 111; 40,00; 5395; 1058; 1060; 35,86; 6,55;
29783; 29790; 40,00; 113; 40,00; 5405; 1058; 1056; 36,11; 6,57;
29833; 29854; 40,00; 113; 40,00; 5395; 1058; 1060; 36,75; 6,59;
29883; 29902; 40,00; 113; 40,00; 5395; 1058; 1060; 37,08; 6,54;
29932; 29949; 40,00; 111; 40,00; 5405; 1058; 1057; 37,19; 6,62;
29982; 30000; 40,00; 111; 40,00; 5395; 1058; 1059; 37,03; 6,71;
30032; 30048; 40,00; 113; 40,00; 5405; 1058; 1060; 36,86; 6,51;
30082; 30096; 40,00; 113; 40,00; 5395; 1058; 1059; 37,88; 6,51;
30133; 30144; 40,00; 113; 40,00; 5395; 1058; 1059; 37,77; 6,47;
30182; 30192; 40,00; 113; 40,00; 5395; 1058; 1057; 37,83; 6,56;
30232; 30251; 40,00; 111; 40,00; 5395; 1058; 1060; 37,77; 6,69;
30282; 30298; 40,00; 111; 40,00; 5405; 1058; 1060; 38,05; 6,60;
30332; 30346; 40,00; 113; 40,00; 5395; 1058; 1060; 37,74; 6,59;
30382; 30403; 40,00; 113; 40,00; 5395; 1058; 1057; 37,77; 6,60;
30432; 30451; 40,00; 113; 40,00; 5395; 1058; 1060; 38,21; 6,54;
30482; 30498; 40,00; 111; 40,00; 5395; 1058; 1059; 37,36; 6,56;
30532; 30547; 40,00; 111; 40,00; 5405; 1058; 1060; 37,38; 6,59;
30582; 30594; 40,00; 111; 40,00; 5405; 1058; 1060; 37,22; 6,62;
30632; 30642; 40,00; 113; 40,00; 5405; 1058; 1060; 37,30; 6,55;
30682; 30690; 40,00; 113; 40,00; 5415; 1058; 1057; 36,58; 6,58;
30732; 30738; 40,00; 113; 40,00; 5405; 1058; 1059; 37,08; 6,60;
30782; 30802; 40,00; 113; 40,00; 5405; 1058; 1057; 36,53; 6,54;
30832; 30850; 40,00; 111; 40,00; 5405; 1058; 1055; 36,75; 6,54;
30882; 30898; 40,00; 111; 40,00; 5405; 1058; 1057; 36,28; 6,54;
30932; 30946; 40,00; 113; 40,00; 5405; 1058; 1059; 36,09; 6,45;
30983; 30994; 40,00; 113; 40,00; 5405; 1058; 1057; 36,14; 6,49;
31032; 31042; 40,00; 113; 40,00; 5405; 1058; 1059; 36,28; 6,56;
31082; 31090; 40,00; 113; 40,00; 5405; 1058; 1059; 36,11; 6,58;
31132; 31138; 40,00; 111; 40,00; 5415; 1058; 1060; 36,72; 6,64;
31182; 31202; 40,00; 111; 40,00; 5415; 1058; 1059; 36,53; 6,59;
31232; 31250; 40,00; 113; 40,00; 5415; 1058; 1057; 37,61; 6,53;
31282; 31298; 40,00; 113; 40,00; 5415; 1058; 1060; 37,52; 6,54;
31332; 31346; 40,00; 113; 40,00; 5405; 1058; 1059; 37,66; 6,60;
31382; 31394; 40,00; 113; 40,00; 5405; 1058; 1059; 37,66; 6,57;
31432; 31442; 40,00; 111; 40,00; 5415; 1058; 1060; 38,27; 6,51;
31482; 31500; 40,00; 111; 40,00; 5415; 1058; 1062; 37,41; 6,58;
31532; 31548; 40,00; 113; 40,00; 5415; 1058; 1059; 37,44; 6,59;
31582; 31596; 40,00; 113; 40,00; 5405; 1058; 1056; 38,07; 6,52;
31632; 31644; 40,00; 113; 40,00; 5415; 1058; 1057; 37,44; 6,56;
31682; 31692; 40,00; 113; 40,00; 5405; 1058; 1055; 37,16; 6,56;
31733; 31740; 40,00; 111; 40,00; 5415; 1058; 1059; 36,72; 6,55;
31782; 31800; 40,00; 113; 40,00; 5415; 1058; 1060; 36,97; 6,66;
31832; 31848; 40,00; 113; 40,00; 5415; 1058; 1060; 36,06; 6,46;
31882; 31896; 40,00; 113; 40,00; 5415; 1058; 1056; 36,44; 6,51;
31932; 31944; 40,00; 113; 40,00; 5405; 1058; 1059; 35,89; 6,57;
31982; 31992; 40,00; 113; 40,00; 5415; 1058; 1060; 35,98; 6,50;
32032; 32040; 40,00; 111; 40,00; 5415; 1058; 1057; 36,28; 6,57;
32082; 32088; 40,00; 113; 40,00; 5415; 1058; 1059; 36,78; 6,53;
32132; 32152; 40,00; 113; 40,00; 5415; 1058; 1062; 36,80; 6,58;
32182; 32200; 40,00; 113; 40,00; 5415; 1058; 1057; 37,94; 6,43;
32232; 32248; 40,00; 113; 40,00; 5415; 1058; 1060; 37,85; 6,45;
32282; 32296; 40,00; 111; 40,00; 5415; 1058; 1060; 37,74; 6,64;
32332; 32344; 40,00; 111; 40,00; 5405; 1058; 1059; 37,91; 6,58;
32382; 32392; 40,00; 113; 40,00; 5415; 1058; 1059; 37,96; 6,54;
32432; 32440; 40,00; 113; 40,00; 5415; 1058; 1057; 37,55; 6,56;
32482; 32488; 40,00; 113; 40,00; 5415; 1058; 1056; 37,08; 6,58;
32532; 32552; 40,00; 113; 40,00; 5415; 1058; 1057; 37,55; 6,56;
32582; 32600; 40,00; 111; 40,00; 5424; 1058; 1059; 36,47; 6,58;
32632; 32648; 40,00; 113; 40,00; 5415; 1058; 1057; 36,67; 6,55;
32682; 32696; 40,00; 113; 40,00; 5415; 1058; 1060; 36,42; 6,61;
32732; 32744; 40,00; 113; 40,00; 5424; 1058; 1057; 36,22; 6,64;
32782; 32792; 40,00; 113; 40,00; 5424; 1058; 1057; 35,89; 6,53;
32832; 32840; 40,00; 113; 40,00; 5415; 1058; 1062; 36,53; 6,58;
32882; 32888; 40,00; 111; 40,00; 5424; 1058; 1057; 36,89; 6,59;
32932; 32952; 40,00; 113; 40,00; 5415; 1058; 1059; 37,44; 6,53;
32982; 33000; 40,00; 113; 40,00; 5424; 1058; 1062; 37,66; 6,46;
33033; 33048; 40,00; 113; 40,00; 5415; 1058; 1059; 37,91; 6,60;
33083; 33096; 40,00; 114; 40,00; 5424; 1058; 1059; 37,52; 6,55;
33132; 33144; 40,00; 113; 40,00; 5415; 1058; 1062; 37,66; 6,56;
33182; 33192; 40,00; 111; 40,00; 5424; 1058; 1060; 37,52; 6,49;
33233; 33240; 40,00; 113; 40,00; 5415; 1058; 1057; 37,00; 6,55;
33282; 33288; 40,00; 113; 40,00; 5424; 1058; 1057; 37,33; 6,52;
33332; 33352; 40,00; 113; 40,00; 5424; 1058; 1060; 36,09; 6,55;
33382; 33400; 40,00; 113; 40,00; 5424; 1058; 1059; 36,56; 6,56;
33432; 33448; 40,00; 113; 40,00; 5424; 1058; 1060; 36,20; 6,53;
33482; 33496; 40,00; 111; 40,00; 5424; 1058; 1059; 36,33; 6,56;
33532; 33544; 40,00; 113; 40,00; 5424; 1058; 1059; 36,20; 6,58;
33582; 33592; 40,00; 113; 40,00; 5424; 1058; 1059; 36,78; 6,65;
33632; 33640; 40,00; 113; 40,00; 5424; 1058; 1059; 37,11; 6,52;
33682; 33687; 40,00; 113; 40,00; 5424; 1058; 1057; 37,88; 6,59;
33732; 33751; 40,00; 113; 40,00; 5424; 1058; 1060; 37,83; 6,55;
33782; 33799; 40,00; 111; 40,00; 5415; 1058; 1059; 37,74; 6,58;
33832; 33847; 40,00; 113; 40,00; 5424; 1058; 1059; 37,88; 6,53;
33882; 33895; 40,00; 113; 40,00; 5424; 1058; 1060; 37,27; 6,58;
33932; 33943; 40,00; 114; 40,00; 5424; 1058; 1059; 37,08; 6,54;
33982; 33991; 40,00; 113; 40,00; 5415; 1058; 1057; 36,67; 6,62;
34032; 34039; 40,00; 113; 40,00; 5424; 1058; 1060; 36,31; 6,57;
34082; 34087; 40,00; 111; 40,00; 5434; 1058; 1059; 35,75; 6,47;
34132; 34151; 40,00; 113; 40,00; 5424; 1058; 1059; 36,11; 6,49;
34182; 34199; 40,00; 113; 40,00; 5424; 1058; 1059; 36,11; 6,64;
34232; 34247; 40,00; 114; 40,00; 5424; 1058; 1059; 37,08; 6,53;
34282; 34295; 40,00; 113; 40,00; 5424; 1058; 1057; 37,88; 6,62;
34332; 34343; 40,00; 113; 40,00; 5424; 1058; 1059; 37,66; 6,62;
34382; 34391; 40,00; 111; 40,00; 5424; 1058; 1060; 38,07; 6,59;
34433; 34439; 40,00; 113; 40,00; 5434; 1058; 1057; 37,80; 6,58;
34482; 34503; 40,00; 113; 40,00; 5424; 1058; 1057; 37,52; 6,58;
34532; 34551; 40,00; 114; 40,00; 5424; 1058; 1059; 36,89; 6,59;
34582; 34599; 40,00; 113; 40,00; 5424; 1058; 1057; 37,11; 6,57;
34633; 34647; 40,00; 113; 40,00; 5434; 1058; 1057; 36,14; 6,62;
34682; 34695; 40,00; 111; 40,00; 5424; 1058; 1056; 36,28; 6,57;
34732; 34743; 40,00; 113; 40,00; 5424; 1058; 1060; 35,98; 6,64;
34782; 34791; 40,00; 113; 40,00; 5424; 1058; 1059; 36,83; 6,46;
34832; 34839; 40,00; 114; 40,00; 5424; 1058; 1060; 36,97; 6,56;
34882; 34903; 40,00; 113; 40,00; 5434; 1058; 1059; 37,30; 6,62;
34932; 34951; 40,00; 113; 40,00; 5434; 1058; 1057; 37,66; 6,54;
34982; 34999; 40,00; 111; 40,00; 5434; 1058; 1060; 37,69; 6,47;
35032; 35047; 40,00; 113; 40,00; 5434; 1058; 1059; 37,33; 6,52;
35082; 35095; 40,00; 113; 40,00; 5434; 1058; 1060; 37,19; 6,62;
35133; 35143; 40,00; 114; 40,00; 5434; 1058; 1060; 37,52; 6,62;
35182; 35191; 40,00; 113; 40,00; 5434; 1058; 1058; 36,11; 6,54;
35232; 35239; 40,00; 113; 40,00; 5424; 1058; 1060; 35,98; 6,54;
35282; 35303; 40,00; 111; 40,00; 5434; 1058; 1059; 36,11; 6,61;
35332; 35351; 40,00; 113; 40,00; 5424; 1058; 1060; 36,31; 6,57;
35382; 35399; 40,00; 113; 40,00; 5434; 1058; 1059; 36,64; 6,55;
35432; 35447; 40,00; 114; 40,00; 5434; 1058; 1060; 37,85; 6,49;
35483; 35495; 40,00; 113; 40,00; 5434; 1058; 1059; 37,69; 6,58;
35532; 35543; 40,00; 113; 40,00; 5434; 1058; 1060; 37,74; 6,52;
35583; 35591; 40,00; 111; 40,00; 5434; 1058; 1057; 37,66; 6,58;
35633; 35639; 40,00; 113; 40,00; 5434; 1058; 1062; 37,25; 6,62;
35682; 35703; 40,00; 113; 40,00; 5434; 1058; 1057; 37,16; 6,53;
35733; 35751; 40,00; 114; 40,00; 5434; 1058; 1059; 35,89; 6,44;
35783; 35799; 40,00; 113; 40,00; 5434; 1058; 1060; 35,98; 6,64;
35833; 35847; 40,00; 113; 40,00; 5434; 1058; 1055; 35,86; 6,63;
35883; 35895; 40,00; 113; 40,00; 5434; 1058; 1059; 36,64; 6,55;
35933; 35943; 40,00; 113; 40,00; 5434; 1058; 1059; 37,44; 6,58;
35983; 35991; 40,00; 113; 40,00; 5434; 1058; 1060; 37,69; 6,57;
36033; 36039; 40,00; 114; 40,00; 5434; 1058; 1060; 37,74; 6,55;
36083; 36103; 40,00; 113; 40,00; 5444; 1058; 1055; 37,63; 6,57;
36133; 36151; 40,00; 113; 40,00; 5434; 1058; 1059; 37,00; 6,63;
36183; 36199; 40,00; 111; 40,00; 5434; 1058; 1060; 36,80; 6,62;
36233; 36247; 40,00; 113; 40,00; 5434; 1058; 1060; 36,69; 6,58;
36283; 36295; 40,00; 113; 40,00; 5444; 1058; 1060; 36,09; 6,54;
36332; 36343; 40,00; 114; 40,00; 5434; 1058; 1057; 35,95; 6,46;
36383; 36390; 40,00; 113; 40,00; 5434; 1058; 1059; 36,50; 6,62;
36433; 36438; 40,00; 113; 40,00; 5434; 1058; 1059; 37,47; 6,44;
36483; 36502; 40,00; 113; 40,00; 5434; 1058; 1059; 37,44; 6,54;
36533; 36550; 40,00; 113; 40,00; 5444; 1058; 1060; 37,63; 6,61;
36583; 36598; 40,00; 113; 40,00; 5444; 1058; 1057; 37,88; 6,62;
36632; 36646; 40,00; 114; 40,00; 5444; 1058; 1060; 36,97; 6,60;
36683; 36694; 40,00; 113; 40,00; 5444; 1058; 1060; 36,75; 6,54;
36733; 36742; 40,00; 113; 40,00; 5434; 1058; 1059; 36,53; 6,54;
36783; 36790; 40,00; 113; 40,00; 5434; 1058; 1060; 36,53; 6,59;
36833; 36851; 40,00; 113; 40,00; 5434; 1058; 1060; 35,92; 6,71;
36883; 36899; 40,00; 113; 40,00; 5434; 1058; 1057; 36,72; 6,61;
36933; 36947; 40,00; 114; 40,00; 5434; 1058; 1059; 37,00; 6,58;
36983; 36995; 40,00; 113; 40,00; 5434; 1058; 1059; 37,74; 6,57;
37033; 37043; 40,00; 113; 40,00; 5434; 1058; 1062; 37,85; 6,56;
37083; 37091; 40,00; 113; 40,00; 5434; 1058; 1060; 37,47; 6,51;
37133; 37139; 40,00; 113; 40,00; 5434; 1058; 1056; 37,63; 6,55;
37183; 37203; 40,00; 113; 40,00; 5444; 1058; 1060; 37,08; 6,44;
37233; 37251; 40,00; 114; 40,00; 5444; 1058; 1055; 36,75; 6,63;
37283; 37299; 40,00; 113; 40,00; 5434; 1058; 1060; 36,22; 6,58;
37333; 37347; 40,00; 113; 40,00; 5434; 1058; 1060; 36,09; 6,42;
37383; 37395; 40,00; 113; 40,00; 5444; 1058; 1060; 36,36; 6,60;
37433; 37443; 40,00; 113; 40,00; 5444; 1058; 1055; 36,75; 6,45;
37483; 37491; 40,00; 113; 40,00; 5444; 1058; 1059; 37,41; 6,53;
37533; 37539; 40,00; 114; 40,00; 5434; 1058; 1060; 37,61; 6,53;
37583; 37603; 40,00; 114; 40,00; 5444; 1058; 1059; 37,22; 6,57;
37633; 37651; 40,00; 113; 40,00; 5434; 1058; 1060; 37,08; 6,50;
37683; 37699; 40,00; 113; 40,00; 5444; 1058; 1060; 37,33; 6,47;
37733; 37747; 40,00; 113; 40,00; 5444; 1058; 1059; 36,11; 6,45;
37783; 37795; 40,00; 113; 40,00; 5444; 1058; 1059; 36,22; 6,52;
37833; 37843; 40,00; 114; 40,00; 5434; 1058; 1059; 36,11; 6,44;
37883; 37891; 40,00; 114; 40,00; 5444; 1058; 1057; 36,89; 6,50;
37933; 37939; 40,00; 113; 40,00; 5444; 1058; 1057; 37,11; 6,57;
37983; 38003; 40,00; 113; 40,00; 5444; 1058; 1057; 37,66; 6,53;
38033; 38051; 40,00; 113; 40,00; 5434; 1058; 1059; 37,66; 6,54;
38083; 38099; 40,00; 114; 40,00; 5444; 1058; 1059; 37,44; 6,54;
38133; 38147; 40,00; 114; 40,00; 5444; 1058; 1060; 36,97; 6,56;
38183; 38195; 40,00; 114; 40,00; 5444; 1058; 1060; 36,75; 6,54;
38233; 38243; 40,00; 113; 40,00; 5444; 1058; 1059; 36,14; 6,54;
38283; 38301; 40,00; 113; 40,00; 5444; 1058; 1057; 36,17; 6,58;
38333; 38349; 40,00; 113; 40,00; 5444; 1058; 1060; 36,42; 6,58;
38383; 38397; 40,00; 114; 40,00; 5444; 1058; 1060; 36,67; 6,53;
38433; 38445; 40,00; 114; 40,00; 5444; 1058; 1059; 37,69; 6,64;
38483; 38493; 40,00; 114; 40,00; 5444; 1058; 1062; 37,69; 6,63;
38533; 38541; 40,00; 113; 40,00; 5444; 1058; 1060; 37,41; 6,54;
38583; 38588; 40,00; 113; 40,00; 5434; 1058; 1056; 37,41; 6,57;
38633; 38653; 40,00; 113; 40,00; 5444; 1058; 1059; 36,53; 6,61;
38683; 38701; 40,00; 114; 40,00; 5444; 1058; 1057; 36,56; 6,59;
38733; 38749; 40,00; 114; 40,00; 5444; 1058; 1057; 36,00; 6,52;
38783; 38797; 40,00; 114; 40,00; 5444; 1058; 1059; 36,11; 6,56;
38833; 38845; 40,00; 113; 40,00; 5444; 1058; 1059; 36,75; 6,59;
38883; 38893; 40,00; 113; 40,00; 5444; 1058; 1059; 37,47; 6,48;
38933; 38941; 40,00; 113; 40,00; 5444; 1058; 1057; 37,63; 6,47;
38983; 38988; 40,00; 114; 40,00; 5444; 1058; 1062; 37,63; 6,55;
39033; 39052; 40,00; 114; 40,00; 5444; 1058; 1059; 37,16; 6,58;
39083; 39100; 40,00; 114; 40,00; 5444; 1058; 1062; 36,97; 6,49;
39133; 39148; 40,00; 113; 40,00; 5444; 1058; 1060; 36,72; 6,48;
39183; 39196; 40,00; 113; 40,00; 5444; 1058; 1059; 36,00; 6,57;
39233; 39244; 40,00; 113; 40,00; 5444; 1058; 1059; 36,33; 6,55;
39283; 39292; 40,00; 114; 40,00; 5444; 1058; 1059; 36,67; 6,52;
39333; 39340; 40,00; 114; 40,00; 5434; 1058; 1056; 37,66; 6,52;
39383; 39388; 40,00; 114; 40,00; 5444; 1058; 1060; 37,88; 6,50;
39433; 39452; 40,00; 114; 40,00; 5444; 1058; 1060; 37,61; 6,51;
39483; 39500; 40,00; 113; 40,00; 5444; 1058; 1055; 37,63; 6,53;
39533; 39548; 40,00; 113; 40,00; 5444; 1058; 1063; 36,64; 6,53;
39583; 39596; 40,00; 114; 40,00; 5444; 1058; 1060; 36,44; 6,50;
39633; 39644; 40,00; 114; 40,00; 5434; 1058; 1060; 36,03; 6,55;
39683; 39692; 40,00; 114; 40,00; 5444; 1058; 1057; 36,22; 6,51;
39734; 39740; 40,00; 114; 40,00; 5444; 1058; 1057; 36,89; 6,57;
39783; 39788; 40,00; 113; 40,00; 5454; 1058; 1060; 37,33; 6,41;
39833; 39852; 40,00; 113; 40,00; 5444; 1058; 1059; 37,66; 6,51;
39883; 39900; 40,00; 114; 40,00; 5444; 1058; 1059; 37,27; 6,48;
39933; 39948; 40,00; 114; 40,00; 5444; 1058; 1056; 37,19; 6,62;
39983; 39996; 40,00; 114; 40,00; 5434; 1058; 1059; 36,89; 6,45;

