0,13.06
100,13.06
101.662,14.17
101.963,14.44
102.114,14.72
102.265,14.72
105.282,17.50
108.29,18.33
108.441,18.33
109.199,18.33
111.164,18.89
111.909,18.89
112.36,18.89
112.662,18.89
112.963,18.89
113.263,18.89
1.00E+03,18.89
