0,17.78,,,,,
115.952,17.78,,,,,
116.403,17.22,,,,,
116.552,16.94,,,,,
117.304,15.28,,,,,
117.452,15.00,,,,,
117.752,14.44,,,,,
117.903,14.17,,,,,
121.063,10.56,,,,,
121.363,10.28,,,,,
121.965,10.00,,,,,
122.568,9.44,,,,,
123.019,8.61,,,,,
123.32,7.78,,,,,
123.619,7.22,,,,,
127.226,6.94,,,,,
1.00E+03,6.94,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
