40.026;45;
40.370;45;
40.611;45;
41.416;45;
41.762;42;
42.678;28;
43.830;12;
44.403;9;
44.866;9;
45.556;9;
46.017;9;
46.247;9;
46.591;9;
47.271;9;
47.391;9;
47.856;9;
